stretching 40.0
type_eddy 1.0
dy 500.0
H_eddy 300.0
V0_eddy 0.5
ngrid_y 400.0
Lx 200000.0
Lz 4000.0
dx 500.0
ngrid_z 100.0
R_eddy 10000.0
power_shape 20.0
refinement 4.0
Ly 200000.0
ngrid_x 400.0
i: 0000, t: 0 seconds, Δt: 1.100 seconds, umax = (5.2e-01, 5.2e-01, 9.2e-03) ms⁻¹, wall time: 0 seconds
i: 374000, t: 129.774 days, Δt: 30 seconds, umax = (5.8e-01, 5.9e-01, 8.2e-02) ms⁻¹, wall time: 13.750 hours
i: 375000, t: 130.121 days, Δt: 30 seconds, umax = (5.8e-01, 5.8e-01, 7.7e-02) ms⁻¹, wall time: 13.786 hours
i: 376000, t: 130.468 days, Δt: 30 seconds, umax = (6.0e-01, 5.5e-01, 5.8e-02) ms⁻¹, wall time: 13.822 hours
i: 377000, t: 130.816 days, Δt: 30 seconds, umax = (6.1e-01, 5.6e-01, 7.3e-02) ms⁻¹, wall time: 13.858 hours
i: 378000, t: 131.163 days, Δt: 30 seconds, umax = (6.1e-01, 5.5e-01, 7.9e-02) ms⁻¹, wall time: 13.895 hours
i: 379000, t: 131.510 days, Δt: 30 seconds, umax = (6.3e-01, 5.5e-01, 6.7e-02) ms⁻¹, wall time: 13.931 hours
i: 380000, t: 131.857 days, Δt: 30 seconds, umax = (6.3e-01, 5.3e-01, 7.7e-02) ms⁻¹, wall time: 13.967 hours
i: 381000, t: 132.205 days, Δt: 30 seconds, umax = (6.2e-01, 5.6e-01, 6.6e-02) ms⁻¹, wall time: 14.004 hours
i: 382000, t: 132.552 days, Δt: 30 seconds, umax = (6.1e-01, 5.7e-01, 6.6e-02) ms⁻¹, wall time: 14.040 hours
i: 383000, t: 132.899 days, Δt: 30 seconds, umax = (6.2e-01, 5.5e-01, 5.3e-02) ms⁻¹, wall time: 14.075 hours
i: 384000, t: 133.246 days, Δt: 30 seconds, umax = (6.2e-01, 5.6e-01, 5.0e-02) ms⁻¹, wall time: 14.112 hours
i: 385000, t: 133.593 days, Δt: 30 seconds, umax = (6.0e-01, 5.8e-01, 6.0e-02) ms⁻¹, wall time: 14.148 hours
i: 386000, t: 133.941 days, Δt: 30 seconds, umax = (5.9e-01, 5.9e-01, 6.3e-02) ms⁻¹, wall time: 14.184 hours
i: 387000, t: 134.288 days, Δt: 30 seconds, umax = (6.0e-01, 5.6e-01, 4.9e-02) ms⁻¹, wall time: 14.221 hours
i: 388000, t: 134.635 days, Δt: 30 seconds, umax = (6.0e-01, 5.7e-01, 6.2e-02) ms⁻¹, wall time: 14.257 hours
i: 389000, t: 134.982 days, Δt: 30 seconds, umax = (5.6e-01, 6.1e-01, 5.9e-02) ms⁻¹, wall time: 14.293 hours
i: 390000, t: 135.330 days, Δt: 30 seconds, umax = (5.8e-01, 6.0e-01, 6.0e-02) ms⁻¹, wall time: 14.329 hours
i: 391000, t: 135.677 days, Δt: 30 seconds, umax = (5.9e-01, 5.7e-01, 5.7e-02) ms⁻¹, wall time: 14.365 hours
i: 392000, t: 136.024 days, Δt: 30 seconds, umax = (5.8e-01, 6.0e-01, 5.9e-02) ms⁻¹, wall time: 14.402 hours
i: 393000, t: 136.371 days, Δt: 30 seconds, umax = (5.7e-01, 6.4e-01, 6.2e-02) ms⁻¹, wall time: 14.438 hours
i: 394000, t: 136.718 days, Δt: 30 seconds, umax = (5.9e-01, 5.9e-01, 7.0e-02) ms⁻¹, wall time: 14.474 hours
i: 395000, t: 137.066 days, Δt: 30 seconds, umax = (5.9e-01, 5.9e-01, 5.0e-02) ms⁻¹, wall time: 14.510 hours
i: 396000, t: 137.413 days, Δt: 30 seconds, umax = (5.8e-01, 6.3e-01, 5.2e-02) ms⁻¹, wall time: 14.546 hours
i: 397000, t: 137.760 days, Δt: 30 seconds, umax = (5.7e-01, 6.4e-01, 5.0e-02) ms⁻¹, wall time: 14.582 hours
i: 398000, t: 138.107 days, Δt: 30 seconds, umax = (6.0e-01, 6.4e-01, 5.1e-02) ms⁻¹, wall time: 14.618 hours
i: 399000, t: 138.455 days, Δt: 30 seconds, umax = (5.9e-01, 6.3e-01, 4.7e-02) ms⁻¹, wall time: 14.654 hours
i: 400000, t: 138.802 days, Δt: 30 seconds, umax = (5.6e-01, 6.4e-01, 4.8e-02) ms⁻¹, wall time: 14.689 hours
i: 401000, t: 139.149 days, Δt: 30 seconds, umax = (5.7e-01, 6.3e-01, 5.5e-02) ms⁻¹, wall time: 14.725 hours
i: 402000, t: 139.496 days, Δt: 30 seconds, umax = (6.2e-01, 6.2e-01, 5.6e-02) ms⁻¹, wall time: 14.761 hours
i: 403000, t: 139.843 days, Δt: 30 seconds, umax = (6.0e-01, 6.2e-01, 6.9e-02) ms⁻¹, wall time: 14.797 hours
i: 404000, t: 140.191 days, Δt: 30 seconds, umax = (5.7e-01, 6.1e-01, 5.0e-02) ms⁻¹, wall time: 14.833 hours
i: 405000, t: 140.538 days, Δt: 30 seconds, umax = (5.8e-01, 6.1e-01, 6.5e-02) ms⁻¹, wall time: 14.869 hours
i: 406000, t: 140.885 days, Δt: 30 seconds, umax = (6.4e-01, 5.8e-01, 5.2e-02) ms⁻¹, wall time: 14.904 hours
i: 407000, t: 141.232 days, Δt: 30 seconds, umax = (5.9e-01, 6.1e-01, 5.8e-02) ms⁻¹, wall time: 14.941 hours
i: 408000, t: 141.580 days, Δt: 30 seconds, umax = (5.9e-01, 6.0e-01, 4.8e-02) ms⁻¹, wall time: 14.977 hours
i: 409000, t: 141.927 days, Δt: 30 seconds, umax = (6.1e-01, 5.9e-01, 6.3e-02) ms⁻¹, wall time: 15.013 hours
i: 410000, t: 142.274 days, Δt: 30 seconds, umax = (6.4e-01, 5.7e-01, 5.2e-02) ms⁻¹, wall time: 15.049 hours
i: 411000, t: 142.621 days, Δt: 30 seconds, umax = (6.1e-01, 5.9e-01, 4.6e-02) ms⁻¹, wall time: 15.085 hours
i: 412000, t: 142.968 days, Δt: 30 seconds, umax = (5.9e-01, 6.0e-01, 5.6e-02) ms⁻¹, wall time: 15.121 hours
i: 413000, t: 143.316 days, Δt: 30 seconds, umax = (6.0e-01, 5.7e-01, 6.5e-02) ms⁻¹, wall time: 15.157 hours
i: 414000, t: 143.663 days, Δt: 30 seconds, umax = (6.3e-01, 5.5e-01, 5.2e-02) ms⁻¹, wall time: 15.193 hours
i: 415000, t: 144.010 days, Δt: 30 seconds, umax = (6.1e-01, 5.8e-01, 5.4e-02) ms⁻¹, wall time: 15.229 hours
i: 416000, t: 144.357 days, Δt: 30 seconds, umax = (6.0e-01, 5.7e-01, 5.1e-02) ms⁻¹, wall time: 15.265 hours
i: 417000, t: 144.705 days, Δt: 30 seconds, umax = (6.0e-01, 5.8e-01, 4.7e-02) ms⁻¹, wall time: 15.301 hours
i: 418000, t: 145.052 days, Δt: 30 seconds, umax = (6.3e-01, 5.7e-01, 4.7e-02) ms⁻¹, wall time: 15.337 hours
i: 419000, t: 145.399 days, Δt: 30 seconds, umax = (6.2e-01, 5.7e-01, 5.5e-02) ms⁻¹, wall time: 15.373 hours
i: 420000, t: 145.746 days, Δt: 30 seconds, umax = (6.0e-01, 5.6e-01, 4.5e-02) ms⁻¹, wall time: 15.409 hours
i: 421000, t: 146.093 days, Δt: 30 seconds, umax = (5.9e-01, 5.7e-01, 4.7e-02) ms⁻¹, wall time: 15.446 hours
i: 422000, t: 146.441 days, Δt: 30 seconds, umax = (6.2e-01, 5.7e-01, 4.5e-02) ms⁻¹, wall time: 15.482 hours
i: 423000, t: 146.788 days, Δt: 30 seconds, umax = (6.2e-01, 5.5e-01, 5.4e-02) ms⁻¹, wall time: 15.517 hours
i: 424000, t: 147.135 days, Δt: 30 seconds, umax = (5.8e-01, 5.8e-01, 5.4e-02) ms⁻¹, wall time: 15.554 hours
i: 425000, t: 147.482 days, Δt: 30 seconds, umax = (5.9e-01, 6.0e-01, 5.0e-02) ms⁻¹, wall time: 15.590 hours
i: 426000, t: 147.830 days, Δt: 30 seconds, umax = (6.0e-01, 5.8e-01, 4.6e-02) ms⁻¹, wall time: 15.626 hours
i: 427000, t: 148.177 days, Δt: 30 seconds, umax = (6.2e-01, 5.9e-01, 5.2e-02) ms⁻¹, wall time: 15.662 hours
i: 428000, t: 148.524 days, Δt: 30 seconds, umax = (5.8e-01, 6.1e-01, 5.4e-02) ms⁻¹, wall time: 15.698 hours
i: 429000, t: 148.871 days, Δt: 30 seconds, umax = (5.6e-01, 6.0e-01, 5.4e-02) ms⁻¹, wall time: 15.734 hours
i: 430000, t: 149.218 days, Δt: 30 seconds, umax = (6.1e-01, 5.7e-01, 5.8e-02) ms⁻¹, wall time: 15.770 hours
i: 431000, t: 149.566 days, Δt: 30 seconds, umax = (6.2e-01, 5.7e-01, 5.0e-02) ms⁻¹, wall time: 15.806 hours
i: 432000, t: 149.913 days, Δt: 30 seconds, umax = (5.9e-01, 6.1e-01, 5.6e-02) ms⁻¹, wall time: 15.842 hours
i: 433000, t: 150.260 days, Δt: 30 seconds, umax = (5.6e-01, 6.1e-01, 5.3e-02) ms⁻¹, wall time: 15.880 hours
i: 434000, t: 150.607 days, Δt: 30 seconds, umax = (5.8e-01, 5.8e-01, 5.5e-02) ms⁻¹, wall time: 15.916 hours
i: 435000, t: 150.955 days, Δt: 30 seconds, umax = (6.1e-01, 5.7e-01, 4.4e-02) ms⁻¹, wall time: 15.952 hours
i: 436000, t: 151.302 days, Δt: 30 seconds, umax = (5.8e-01, 6.0e-01, 5.5e-02) ms⁻¹, wall time: 15.989 hours
i: 437000, t: 151.649 days, Δt: 30 seconds, umax = (5.5e-01, 6.2e-01, 5.0e-02) ms⁻¹, wall time: 16.025 hours
i: 438000, t: 151.996 days, Δt: 30 seconds, umax = (5.9e-01, 5.9e-01, 6.0e-02) ms⁻¹, wall time: 16.061 hours
i: 439000, t: 152.343 days, Δt: 30 seconds, umax = (6.2e-01, 5.8e-01, 5.7e-02) ms⁻¹, wall time: 16.097 hours
i: 440000, t: 152.691 days, Δt: 30 seconds, umax = (5.8e-01, 6.1e-01, 4.9e-02) ms⁻¹, wall time: 16.133 hours
i: 441000, t: 153.038 days, Δt: 30 seconds, umax = (5.5e-01, 6.1e-01, 5.0e-02) ms⁻¹, wall time: 16.170 hours
i: 442000, t: 153.385 days, Δt: 30 seconds, umax = (5.8e-01, 5.9e-01, 5.0e-02) ms⁻¹, wall time: 16.206 hours
i: 443000, t: 153.732 days, Δt: 30 seconds, umax = (6.1e-01, 5.9e-01, 5.0e-02) ms⁻¹, wall time: 16.241 hours
i: 444000, t: 154.080 days, Δt: 30 seconds, umax = (5.7e-01, 6.1e-01, 4.8e-02) ms⁻¹, wall time: 16.278 hours
i: 445000, t: 154.427 days, Δt: 30 seconds, umax = (5.3e-01, 6.3e-01, 4.5e-02) ms⁻¹, wall time: 16.313 hours
i: 446000, t: 154.774 days, Δt: 30 seconds, umax = (5.7e-01, 6.1e-01, 4.9e-02) ms⁻¹, wall time: 16.349 hours
i: 447000, t: 155.121 days, Δt: 30 seconds, umax = (5.9e-01, 6.0e-01, 4.4e-02) ms⁻¹, wall time: 16.385 hours
i: 448000, t: 155.468 days, Δt: 30 seconds, umax = (5.7e-01, 6.1e-01, 5.8e-02) ms⁻¹, wall time: 16.420 hours
i: 449000, t: 155.816 days, Δt: 30 seconds, umax = (5.4e-01, 6.2e-01, 5.5e-02) ms⁻¹, wall time: 16.456 hours
i: 450000, t: 156.163 days, Δt: 30 seconds, umax = (5.6e-01, 6.1e-01, 5.4e-02) ms⁻¹, wall time: 16.492 hours
i: 451000, t: 156.510 days, Δt: 30 seconds, umax = (6.0e-01, 5.9e-01, 5.1e-02) ms⁻¹, wall time: 16.527 hours
i: 452000, t: 156.857 days, Δt: 30 seconds, umax = (5.8e-01, 6.0e-01, 5.4e-02) ms⁻¹, wall time: 16.562 hours
i: 453000, t: 157.205 days, Δt: 30 seconds, umax = (5.6e-01, 6.3e-01, 4.8e-02) ms⁻¹, wall time: 16.598 hours
i: 454000, t: 157.552 days, Δt: 30 seconds, umax = (5.5e-01, 6.1e-01, 4.7e-02) ms⁻¹, wall time: 16.633 hours
i: 455000, t: 157.899 days, Δt: 30 seconds, umax = (5.6e-01, 6.2e-01, 4.9e-02) ms⁻¹, wall time: 16.669 hours
i: 456000, t: 158.246 days, Δt: 30 seconds, umax = (5.8e-01, 5.8e-01, 5.5e-02) ms⁻¹, wall time: 16.705 hours
i: 457000, t: 158.593 days, Δt: 30 seconds, umax = (5.7e-01, 6.0e-01, 4.7e-02) ms⁻¹, wall time: 16.740 hours
i: 458000, t: 158.941 days, Δt: 30 seconds, umax = (5.8e-01, 6.1e-01, 4.8e-02) ms⁻¹, wall time: 16.775 hours
i: 459000, t: 159.288 days, Δt: 30 seconds, umax = (5.6e-01, 6.1e-01, 4.6e-02) ms⁻¹, wall time: 16.811 hours
i: 460000, t: 159.635 days, Δt: 30 seconds, umax = (5.8e-01, 5.7e-01, 5.5e-02) ms⁻¹, wall time: 16.846 hours
i: 461000, t: 159.982 days, Δt: 30 seconds, umax = (6.0e-01, 5.7e-01, 6.1e-02) ms⁻¹, wall time: 16.882 hours
i: 462000, t: 160.330 days, Δt: 30 seconds, umax = (5.9e-01, 5.8e-01, 6.0e-02) ms⁻¹, wall time: 16.917 hours
i: 463000, t: 160.677 days, Δt: 30 seconds, umax = (5.9e-01, 5.8e-01, 6.2e-02) ms⁻¹, wall time: 16.953 hours
i: 464000, t: 161.024 days, Δt: 30 seconds, umax = (5.9e-01, 5.8e-01, 5.9e-02) ms⁻¹, wall time: 16.989 hours
i: 465000, t: 161.371 days, Δt: 30 seconds, umax = (6.2e-01, 5.6e-01, 6.2e-02) ms⁻¹, wall time: 17.024 hours
i: 466000, t: 161.718 days, Δt: 30 seconds, umax = (6.2e-01, 5.7e-01, 5.2e-02) ms⁻¹, wall time: 17.059 hours
i: 467000, t: 162.066 days, Δt: 30 seconds, umax = (6.1e-01, 5.8e-01, 5.0e-02) ms⁻¹, wall time: 17.095 hours
i: 468000, t: 162.413 days, Δt: 30 seconds, umax = (6.0e-01, 5.7e-01, 5.4e-02) ms⁻¹, wall time: 17.130 hours
i: 469000, t: 162.760 days, Δt: 30 seconds, umax = (6.1e-01, 5.5e-01, 5.4e-02) ms⁻¹, wall time: 17.166 hours
i: 470000, t: 163.107 days, Δt: 30 seconds, umax = (6.0e-01, 5.6e-01, 5.2e-02) ms⁻¹, wall time: 17.202 hours
i: 471000, t: 163.455 days, Δt: 30 seconds, umax = (6.0e-01, 5.4e-01, 4.8e-02) ms⁻¹, wall time: 17.237 hours
i: 472000, t: 163.802 days, Δt: 30 seconds, umax = (5.9e-01, 5.6e-01, 5.0e-02) ms⁻¹, wall time: 17.273 hours
i: 473000, t: 164.149 days, Δt: 30 seconds, umax = (6.1e-01, 5.5e-01, 7.1e-02) ms⁻¹, wall time: 17.309 hours
i: 474000, t: 164.496 days, Δt: 30 seconds, umax = (6.0e-01, 5.7e-01, 5.4e-02) ms⁻¹, wall time: 17.344 hours
i: 475000, t: 164.843 days, Δt: 30 seconds, umax = (6.0e-01, 5.7e-01, 5.7e-02) ms⁻¹, wall time: 17.380 hours
i: 476000, t: 165.191 days, Δt: 30 seconds, umax = (5.9e-01, 5.7e-01, 5.7e-02) ms⁻¹, wall time: 17.416 hours
i: 477000, t: 165.538 days, Δt: 30 seconds, umax = (6.1e-01, 5.6e-01, 5.7e-02) ms⁻¹, wall time: 17.452 hours
i: 478000, t: 165.885 days, Δt: 30 seconds, umax = (5.9e-01, 5.9e-01, 6.4e-02) ms⁻¹, wall time: 17.487 hours
i: 479000, t: 166.232 days, Δt: 30 seconds, umax = (5.7e-01, 5.7e-01, 6.3e-02) ms⁻¹, wall time: 17.524 hours
i: 480000, t: 166.580 days, Δt: 30 seconds, umax = (5.8e-01, 5.6e-01, 6.3e-02) ms⁻¹, wall time: 17.559 hours
i: 481000, t: 166.927 days, Δt: 30 seconds, umax = (5.8e-01, 5.7e-01, 5.9e-02) ms⁻¹, wall time: 17.595 hours
i: 482000, t: 167.274 days, Δt: 30 seconds, umax = (5.9e-01, 5.8e-01, 5.0e-02) ms⁻¹, wall time: 17.631 hours
i: 483000, t: 167.621 days, Δt: 30 seconds, umax = (5.6e-01, 6.0e-01, 5.2e-02) ms⁻¹, wall time: 17.667 hours
i: 484000, t: 167.968 days, Δt: 30 seconds, umax = (5.6e-01, 6.0e-01, 5.5e-02) ms⁻¹, wall time: 17.702 hours
i: 485000, t: 168.316 days, Δt: 30 seconds, umax = (5.5e-01, 6.2e-01, 6.6e-02) ms⁻¹, wall time: 17.738 hours
i: 486000, t: 168.663 days, Δt: 30 seconds, umax = (5.4e-01, 6.1e-01, 5.7e-02) ms⁻¹, wall time: 17.774 hours
i: 487000, t: 169.010 days, Δt: 30 seconds, umax = (5.4e-01, 5.9e-01, 5.7e-02) ms⁻¹, wall time: 17.810 hours
i: 488000, t: 169.357 days, Δt: 30 seconds, umax = (5.7e-01, 5.9e-01, 6.2e-02) ms⁻¹, wall time: 17.845 hours
i: 489000, t: 169.705 days, Δt: 30 seconds, umax = (5.6e-01, 6.0e-01, 5.3e-02) ms⁻¹, wall time: 17.881 hours
i: 490000, t: 170.052 days, Δt: 30 seconds, umax = (5.6e-01, 6.0e-01, 5.3e-02) ms⁻¹, wall time: 17.917 hours
i: 491000, t: 170.399 days, Δt: 30 seconds, umax = (5.6e-01, 6.0e-01, 5.3e-02) ms⁻¹, wall time: 17.952 hours
i: 492000, t: 170.746 days, Δt: 30 seconds, umax = (5.8e-01, 6.1e-01, 5.9e-02) ms⁻¹, wall time: 17.988 hours
i: 493000, t: 171.093 days, Δt: 30 seconds, umax = (5.5e-01, 6.1e-01, 5.0e-02) ms⁻¹, wall time: 18.024 hours
i: 494000, t: 171.441 days, Δt: 30 seconds, umax = (5.4e-01, 6.1e-01, 5.4e-02) ms⁻¹, wall time: 18.059 hours
i: 495000, t: 171.788 days, Δt: 30 seconds, umax = (5.3e-01, 6.0e-01, 6.4e-02) ms⁻¹, wall time: 18.095 hours
i: 496000, t: 172.135 days, Δt: 30 seconds, umax = (5.3e-01, 6.0e-01, 5.2e-02) ms⁻¹, wall time: 18.130 hours
i: 497000, t: 172.482 days, Δt: 30 seconds, umax = (5.5e-01, 5.8e-01, 5.2e-02) ms⁻¹, wall time: 18.166 hours
i: 498000, t: 172.830 days, Δt: 30 seconds, umax = (5.5e-01, 5.7e-01, 5.8e-02) ms⁻¹, wall time: 18.201 hours
i: 499000, t: 173.177 days, Δt: 30 seconds, umax = (5.7e-01, 5.6e-01, 5.3e-02) ms⁻¹, wall time: 18.237 hours
i: 500000, t: 173.524 days, Δt: 30 seconds, umax = (5.7e-01, 5.7e-01, 5.4e-02) ms⁻¹, wall time: 18.272 hours
i: 501000, t: 173.871 days, Δt: 30 seconds, umax = (5.8e-01, 5.8e-01, 6.1e-02) ms⁻¹, wall time: 18.307 hours
i: 502000, t: 174.218 days, Δt: 30 seconds, umax = (5.6e-01, 5.8e-01, 5.6e-02) ms⁻¹, wall time: 18.343 hours
i: 503000, t: 174.566 days, Δt: 30 seconds, umax = (5.8e-01, 5.8e-01, 5.3e-02) ms⁻¹, wall time: 18.378 hours
i: 504000, t: 174.913 days, Δt: 30 seconds, umax = (5.6e-01, 5.9e-01, 5.8e-02) ms⁻¹, wall time: 18.413 hours
i: 505000, t: 175.260 days, Δt: 30 seconds, umax = (5.6e-01, 5.6e-01, 5.8e-02) ms⁻¹, wall time: 18.449 hours
i: 506000, t: 175.607 days, Δt: 30 seconds, umax = (5.6e-01, 5.5e-01, 5.0e-02) ms⁻¹, wall time: 18.484 hours
i: 507000, t: 175.955 days, Δt: 30 seconds, umax = (5.7e-01, 5.4e-01, 5.6e-02) ms⁻¹, wall time: 18.519 hours
i: 508000, t: 176.302 days, Δt: 30 seconds, umax = (5.8e-01, 5.1e-01, 4.8e-02) ms⁻¹, wall time: 18.554 hours
i: 509000, t: 176.649 days, Δt: 30 seconds, umax = (5.9e-01, 5.0e-01, 5.7e-02) ms⁻¹, wall time: 18.589 hours
i: 510000, t: 176.996 days, Δt: 30 seconds, umax = (6.0e-01, 5.1e-01, 7.8e-02) ms⁻¹, wall time: 18.624 hours
i: 511000, t: 177.343 days, Δt: 30 seconds, umax = (5.9e-01, 5.2e-01, 6.1e-02) ms⁻¹, wall time: 18.660 hours
i: 512000, t: 177.691 days, Δt: 30 seconds, umax = (5.9e-01, 5.1e-01, 5.2e-02) ms⁻¹, wall time: 18.695 hours
i: 513000, t: 178.038 days, Δt: 30 seconds, umax = (5.9e-01, 5.3e-01, 4.9e-02) ms⁻¹, wall time: 18.730 hours
i: 514000, t: 178.385 days, Δt: 30 seconds, umax = (6.0e-01, 5.3e-01, 5.5e-02) ms⁻¹, wall time: 18.765 hours
i: 515000, t: 178.732 days, Δt: 30 seconds, umax = (5.8e-01, 5.6e-01, 5.2e-02) ms⁻¹, wall time: 18.800 hours
i: 516000, t: 179.080 days, Δt: 30 seconds, umax = (5.8e-01, 5.6e-01, 5.2e-02) ms⁻¹, wall time: 18.836 hours
i: 517000, t: 179.427 days, Δt: 30 seconds, umax = (5.7e-01, 5.7e-01, 5.4e-02) ms⁻¹, wall time: 18.871 hours
i: 518000, t: 179.774 days, Δt: 30 seconds, umax = (5.8e-01, 5.6e-01, 5.5e-02) ms⁻¹, wall time: 18.906 hours
i: 519000, t: 180.121 days, Δt: 30 seconds, umax = (5.6e-01, 5.7e-01, 6.3e-02) ms⁻¹, wall time: 18.943 hours
i: 520000, t: 180.468 days, Δt: 30 seconds, umax = (5.7e-01, 5.5e-01, 5.2e-02) ms⁻¹, wall time: 18.978 hours
i: 521000, t: 180.816 days, Δt: 30 seconds, umax = (5.7e-01, 5.6e-01, 5.6e-02) ms⁻¹, wall time: 19.013 hours
